instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,data_level,hr,month_name,weekday_name,season_label,weather_label
9763,2012-02-16,1,1,2,0,4,1,3,0.34,0.3636,0.87,0.0,8,281,289,hourly,17.0,February,Thursday,Semi,Hujan/Salju Ringan
9764,2012-02-16,1,1,2,0,4,1,3,0.34,0.3333,0.87,0.1343,8,345,353,hourly,18.0,February,Thursday,Semi,Hujan/Salju Ringan
9765,2012-02-16,1,1,2,0,4,1,2,0.32,0.3182,0.87,0.1642,4,254,258,hourly,19.0,February,Thursday,Semi,Berkabut/Berawan
9766,2012-02-16,1,1,2,0,4,1,2,0.32,0.3333,0.87,0.1343,5,211,216,hourly,20.0,February,Thursday,Semi,Berkabut/Berawan
9767,2012-02-16,1,1,2,0,4,1,2,0.34,0.3485,0.81,0.1045,3,142,145,hourly,21.0,February,Thursday,Semi,Berkabut/Berawan
9768,2012-02-16,1,1,2,0,4,1,2,0.32,0.3485,0.81,0.0,3,108,111,hourly,22.0,February,Thursday,Semi,Berkabut/Berawan
9769,2012-02-16,1,1,2,0,4,1,1,0.32,0.3333,0.81,0.0896,3,70,73,hourly,23.0,February,Thursday,Semi,Cerah
9770,2012-02-17,1,1,2,0,5,1,2,0.3,0.3333,0.87,0.0,2,32,34,hourly,0.0,February,Friday,Semi,Berkabut/Berawan
9771,2012-02-17,1,1,2,0,5,1,2,0.3,0.3333,0.93,0.0,2,16,18,hourly,1.0,February,Friday,Semi,Berkabut/Berawan
9772,2012-02-17,1,1,2,0,5,1,2,0.3,0.3182,0.93,0.1045,1,11,12,hourly,2.0,February,Friday,Semi,Berkabut/Berawan
9773,2012-02-17,1,1,2,0,5,1,2,0.28,0.2879,0.93,0.1045,0,1,1,hourly,3.0,February,Friday,Semi,Berkabut/Berawan
9774,2012-02-17,1,1,2,0,5,1,2,0.28,0.2727,0.93,0.194,0,1,1,hourly,4.0,February,Friday,Semi,Berkabut/Berawan
9775,2012-02-17,1,1,2,0,5,1,2,0.28,0.2727,0.93,0.1642,0,16,16,hourly,5.0,February,Friday,Semi,Berkabut/Berawan
9776,2012-02-17,1,1,2,0,5,1,2,0.28,0.2879,0.96,0.1343,1,70,71,hourly,6.0,February,Friday,Semi,Berkabut/Berawan
9777,2012-02-17,1,1,2,0,5,1,2,0.28,0.2879,0.93,0.1045,4,222,226,hourly,7.0,February,Friday,Semi,Berkabut/Berawan
9778,2012-02-17,1,1,2,0,5,1,2,0.26,0.303,1.0,0.0,4,516,520,hourly,8.0,February,Friday,Semi,Berkabut/Berawan
9779,2012-02-17,1,1,2,0,5,1,2,0.26,0.303,1.0,0.0,8,275,283,hourly,9.0,February,Friday,Semi,Berkabut/Berawan
9780,2012-02-17,1,1,2,0,5,1,1,0.34,0.3182,0.71,0.2836,13,103,116,hourly,10.0,February,Friday,Semi,Cerah
9781,2012-02-17,1,1,2,0,5,1,1,0.36,0.3333,0.62,0.4179,9,133,142,hourly,11.0,February,Friday,Semi,Cerah
9782,2012-02-17,1,1,2,0,5,1,1,0.38,0.3939,0.46,0.3881,21,177,198,hourly,12.0,February,Friday,Semi,Cerah
9783,2012-02-17,1,1,2,0,5,1,1,0.4,0.4091,0.43,0.3582,34,171,205,hourly,13.0,February,Friday,Semi,Cerah
9784,2012-02-17,1,1,2,0,5,1,1,0.4,0.4091,0.37,0.3582,33,137,170,hourly,14.0,February,Friday,Semi,Cerah
9785,2012-02-17,1,1,2,0,5,1,1,0.42,0.4242,0.35,0.4179,41,180,221,hourly,15.0,February,Friday,Semi,Cerah
9786,2012-02-17,1,1,2,0,5,1,1,0.42,0.4242,0.32,0.2985,56,251,307,hourly,16.0,February,Friday,Semi,Cerah
9787,2012-02-17,1,1,2,0,5,1,1,0.42,0.4242,0.32,0.3284,36,429,465,hourly,17.0,February,Friday,Semi,Cerah
9788,2012-02-17,1,1,2,0,5,1,1,0.4,0.4091,0.35,0.2537,15,362,377,hourly,18.0,February,Friday,Semi,Cerah
9789,2012-02-17,1,1,2,0,5,1,1,0.38,0.3939,0.37,0.2239,16,266,282,hourly,19.0,February,Friday,Semi,Cerah
9790,2012-02-17,1,1,2,0,5,1,1,0.4,0.4091,0.35,0.194,13,158,171,hourly,20.0,February,Friday,Semi,Cerah
9791,2012-02-17,1,1,2,0,5,1,1,0.38,0.3939,0.37,0.194,15,114,129,hourly,21.0,February,Friday,Semi,Cerah
9792,2012-02-17,1,1,2,0,5,1,1,0.36,0.3485,0.4,0.2239,15,92,107,hourly,22.0,February,Friday,Semi,Cerah
9793,2012-02-17,1,1,2,0,5,1,1,0.36,0.3485,0.4,0.194,10,72,82,hourly,23.0,February,Friday,Semi,Cerah
9794,2012-02-18,1,1,2,0,6,0,1,0.34,0.3333,0.42,0.1642,5,81,86,hourly,0.0,February,Saturday,Semi,Cerah
9795,2012-02-18,1,1,2,0,6,0,1,0.32,0.3182,0.49,0.1642,7,38,45,hourly,1.0,February,Saturday,Semi,Cerah
9796,2012-02-18,1,1,2,0,6,0,1,0.3,0.2879,0.61,0.2537,6,39,45,hourly,2.0,February,Saturday,Semi,Cerah
9797,2012-02-18,1,1,2,0,6,0,1,0.28,0.2879,0.65,0.1045,3,15,18,hourly,3.0,February,Saturday,Semi,Cerah
9798,2012-02-18,1,1,2,0,6,0,1,0.26,0.303,0.7,0.0,3,4,7,hourly,4.0,February,Saturday,Semi,Cerah
9799,2012-02-18,1,1,2,0,6,0,1,0.24,0.2576,0.7,0.0896,0,1,1,hourly,5.0,February,Saturday,Semi,Cerah
9800,2012-02-18,1,1,2,0,6,0,1,0.24,0.2879,0.7,0.0,1,8,9,hourly,6.0,February,Saturday,Semi,Cerah
9801,2012-02-18,1,1,2,0,6,0,1,0.24,0.2879,0.7,0.0,8,33,41,hourly,7.0,February,Saturday,Semi,Cerah
9802,2012-02-18,1,1,2,0,6,0,1,0.22,0.2727,0.87,0.0,10,92,102,hourly,8.0,February,Saturday,Semi,Cerah
9803,2012-02-18,1,1,2,0,6,0,1,0.22,0.2424,0.8,0.1045,22,116,138,hourly,9.0,February,Saturday,Semi,Cerah
9804,2012-02-18,1,1,2,0,6,0,1,0.26,0.2727,0.81,0.1045,48,157,205,hourly,10.0,February,Saturday,Semi,Cerah
9805,2012-02-18,1,1,2,0,6,0,1,0.32,0.3333,0.57,0.1343,102,184,286,hourly,11.0,February,Saturday,Semi,Cerah
9806,2012-02-18,1,1,2,0,6,0,1,0.36,0.3485,0.43,0.194,128,241,369,hourly,12.0,February,Saturday,Semi,Cerah
9807,2012-02-18,1,1,2,0,6,0,1,0.4,0.4091,0.43,0.2836,165,219,384,hourly,13.0,February,Saturday,Semi,Cerah
9808,2012-02-18,1,1,2,0,6,0,1,0.44,0.4394,0.35,0.3582,183,244,427,hourly,14.0,February,Saturday,Semi,Cerah
9809,2012-02-18,1,1,2,0,6,0,1,0.42,0.4242,0.41,0.2537,229,270,499,hourly,15.0,February,Saturday,Semi,Cerah
9810,2012-02-18,1,1,2,0,6,0,1,0.44,0.4394,0.44,0.3284,186,218,404,hourly,16.0,February,Saturday,Semi,Cerah
9811,2012-02-18,1,1,2,0,6,0,1,0.48,0.4697,0.36,0.2836,142,222,364,hourly,17.0,February,Saturday,Semi,Cerah
9812,2012-02-18,1,1,2,0,6,0,1,0.46,0.4545,0.38,0.2985,70,176,246,hourly,18.0,February,Saturday,Semi,Cerah
9813,2012-02-18,1,1,2,0,6,0,1,0.44,0.4394,0.44,0.1642,38,150,188,hourly,19.0,February,Saturday,Semi,Cerah
9814,2012-02-18,1,1,2,0,6,0,1,0.44,0.4394,0.44,0.1642,25,123,148,hourly,20.0,February,Saturday,Semi,Cerah
9815,2012-02-18,1,1,2,0,6,0,1,0.44,0.4394,0.33,0.2985,25,89,114,hourly,21.0,February,Saturday,Semi,Cerah
9816,2012-02-18,1,1,2,0,6,0,1,0.4,0.4091,0.4,0.4478,17,101,118,hourly,22.0,February,Saturday,Semi,Cerah
9817,2012-02-18,1,1,2,0,6,0,2,0.36,0.3333,0.4,0.3881,12,62,74,hourly,23.0,February,Saturday,Semi,Berkabut/Berawan
9818,2012-02-19,1,1,2,0,0,0,2,0.34,0.303,0.39,0.3582,9,65,74,hourly,0.0,February,Sunday,Semi,Berkabut/Berawan
9819,2012-02-19,1,1,2,0,0,0,2,0.32,0.303,0.39,0.2537,10,62,72,hourly,1.0,February,Sunday,Semi,Berkabut/Berawan
9820,2012-02-19,1,1,2,0,0,0,2,0.3,0.2879,0.36,0.2836,3,45,48,hourly,2.0,February,Sunday,Semi,Berkabut/Berawan
9821,2012-02-19,1,1,2,0,0,0,2,0.3,0.2879,0.36,0.2239,3,12,15,hourly,3.0,February,Sunday,Semi,Berkabut/Berawan
9822,2012-02-19,1,1,2,0,0,0,2,0.28,0.2576,0.41,0.3881,0,3,3,hourly,4.0,February,Sunday,Semi,Berkabut/Berawan
9823,2012-02-19,1,1,2,0,0,0,2,0.26,0.2273,0.48,0.2985,1,1,2,hourly,5.0,February,Sunday,Semi,Berkabut/Berawan
9824,2012-02-19,1,1,2,0,0,0,1,0.24,0.2121,0.52,0.3284,0,5,5,hourly,6.0,February,Sunday,Semi,Cerah
9825,2012-02-19,1,1,2,0,0,0,2,0.24,0.2121,0.52,0.2836,2,12,14,hourly,7.0,February,Sunday,Semi,Berkabut/Berawan
9826,2012-02-19,1,1,2,0,0,0,2,0.24,0.2273,0.56,0.194,8,48,56,hourly,8.0,February,Sunday,Semi,Berkabut/Berawan
9827,2012-02-19,1,1,2,0,0,0,2,0.24,0.2273,0.56,0.2537,20,73,93,hourly,9.0,February,Sunday,Semi,Berkabut/Berawan
9828,2012-02-19,1,1,2,0,0,0,2,0.26,0.2424,0.52,0.2537,49,142,191,hourly,10.0,February,Sunday,Semi,Berkabut/Berawan
9829,2012-02-19,1,1,2,0,0,0,2,0.26,0.2273,0.56,0.3284,82,144,226,hourly,11.0,February,Sunday,Semi,Berkabut/Berawan
9830,2012-02-19,1,1,2,0,0,0,2,0.28,0.2727,0.52,0.2537,71,184,255,hourly,12.0,February,Sunday,Semi,Berkabut/Berawan
9831,2012-02-19,1,1,2,0,0,0,1,0.3,0.303,0.49,0.1642,64,197,261,hourly,13.0,February,Sunday,Semi,Cerah
9832,2012-02-19,1,1,2,0,0,0,2,0.32,0.3182,0.45,0.194,48,189,237,hourly,14.0,February,Sunday,Semi,Berkabut/Berawan
9833,2012-02-19,1,1,2,0,0,0,2,0.3,0.2879,0.49,0.194,85,168,253,hourly,15.0,February,Sunday,Semi,Berkabut/Berawan
9834,2012-02-19,1,1,2,0,0,0,2,0.32,0.303,0.45,0.2836,62,150,212,hourly,16.0,February,Sunday,Semi,Berkabut/Berawan
9835,2012-02-19,1,1,2,0,0,0,2,0.3,0.2879,0.49,0.2537,22,135,157,hourly,17.0,February,Sunday,Semi,Berkabut/Berawan
9836,2012-02-19,1,1,2,0,0,0,2,0.3,0.2727,0.49,0.3284,23,144,167,hourly,18.0,February,Sunday,Semi,Berkabut/Berawan
9837,2012-02-19,1,1,2,0,0,0,2,0.3,0.2879,0.52,0.2537,18,101,119,hourly,19.0,February,Sunday,Semi,Berkabut/Berawan
9838,2012-02-19,1,1,2,0,0,0,2,0.3,0.2879,0.52,0.2836,22,81,103,hourly,20.0,February,Sunday,Semi,Berkabut/Berawan
9839,2012-02-19,1,1,2,0,0,0,3,0.26,0.2576,0.65,0.1642,3,33,36,hourly,21.0,February,Sunday,Semi,Hujan/Salju Ringan
9840,2012-02-19,1,1,2,0,0,0,3,0.24,0.2576,0.75,0.0896,8,47,55,hourly,22.0,February,Sunday,Semi,Hujan/Salju Ringan
9841,2012-02-19,1,1,2,0,0,0,2,0.22,0.2273,0.93,0.1642,5,30,35,hourly,23.0,February,Sunday,Semi,Berkabut/Berawan
9842,2012-02-20,1,1,2,1,1,0,2,0.24,0.2576,0.87,0.0896,5,36,41,hourly,0.0,February,Monday,Semi,Berkabut/Berawan
9843,2012-02-20,1,1,2,1,1,0,2,0.24,0.2576,0.87,0.0896,3,12,15,hourly,1.0,February,Monday,Semi,Berkabut/Berawan
9844,2012-02-20,1,1,2,1,1,0,2,0.24,0.2576,0.87,0.0896,1,19,20,hourly,2.0,February,Monday,Semi,Berkabut/Berawan
9845,2012-02-20,1,1,2,1,1,0,2,0.24,0.2273,0.81,0.194,0,8,8,hourly,3.0,February,Monday,Semi,Berkabut/Berawan
9846,2012-02-20,1,1,2,1,1,0,2,0.24,0.2121,0.6,0.3582,0,6,6,hourly,5.0,February,Monday,Semi,Berkabut/Berawan
9847,2012-02-20,1,1,2,1,1,0,1,0.24,0.197,0.52,0.4179,1,9,10,hourly,6.0,February,Monday,Semi,Cerah
9848,2012-02-20,1,1,2,1,1,0,2,0.22,0.197,0.55,0.3284,2,42,44,hourly,7.0,February,Monday,Semi,Berkabut/Berawan
9849,2012-02-20,1,1,2,1,1,0,1,0.2,0.1818,0.59,0.3582,9,111,120,hourly,8.0,February,Monday,Semi,Cerah
9850,2012-02-20,1,1,2,1,1,0,1,0.2,0.1818,0.59,0.3582,12,98,110,hourly,9.0,February,Monday,Semi,Cerah
9851,2012-02-20,1,1,2,1,1,0,1,0.22,0.197,0.55,0.4478,30,113,143,hourly,10.0,February,Monday,Semi,Cerah
9852,2012-02-20,1,1,2,1,1,0,1,0.26,0.2273,0.48,0.3582,45,163,208,hourly,11.0,February,Monday,Semi,Cerah
9853,2012-02-20,1,1,2,1,1,0,1,0.28,0.2727,0.45,0.2239,65,216,281,hourly,12.0,February,Monday,Semi,Cerah
9854,2012-02-20,1,1,2,1,1,0,1,0.3,0.2879,0.42,0.2836,66,246,312,hourly,13.0,February,Monday,Semi,Cerah
9855,2012-02-20,1,1,2,1,1,0,1,0.32,0.3182,0.36,0.194,57,206,263,hourly,14.0,February,Monday,Semi,Cerah
9856,2012-02-20,1,1,2,1,1,0,1,0.34,0.3182,0.34,0.2239,54,235,289,hourly,15.0,February,Monday,Semi,Cerah
9857,2012-02-20,1,1,2,1,1,0,1,0.36,0.3788,0.29,0.1045,64,216,280,hourly,16.0,February,Monday,Semi,Cerah
9858,2012-02-20,1,1,2,1,1,0,1,0.38,0.3939,0.27,0.2537,27,226,253,hourly,17.0,February,Monday,Semi,Cerah
9859,2012-02-20,1,1,2,1,1,0,1,0.34,0.3182,0.34,0.2239,27,215,242,hourly,18.0,February,Monday,Semi,Cerah
9860,2012-02-20,1,1,2,1,1,0,1,0.34,0.3182,0.34,0.2239,8,164,172,hourly,19.0,February,Monday,Semi,Cerah
9861,2012-02-20,1,1,2,1,1,0,1,0.34,0.3333,0.34,0.194,9,117,126,hourly,20.0,February,Monday,Semi,Cerah
9862,2012-02-20,1,1,2,1,1,0,1,0.3,0.303,0.39,0.1642,8,90,98,hourly,21.0,February,Monday,Semi,Cerah
9863,2012-02-20,1,1,2,1,1,0,1,0.3,0.3182,0.45,0.0896,9,53,62,hourly,22.0,February,Monday,Semi,Cerah
9864,2012-02-20,1,1,2,1,1,0,1,0.3,0.3333,0.39,0.0,0,26,26,hourly,23.0,February,Monday,Semi,Cerah
9865,2012-02-21,1,1,2,0,2,1,1,0.26,0.303,0.65,0.0,1,11,12,hourly,0.0,February,Tuesday,Semi,Cerah
9866,2012-02-21,1,1,2,0,2,1,1,0.26,0.303,0.56,0.0,0,7,7,hourly,1.0,February,Tuesday,Semi,Cerah
9867,2012-02-21,1,1,2,0,2,1,1,0.24,0.2879,0.6,0.0,0,3,3,hourly,2.0,February,Tuesday,Semi,Cerah
9868,2012-02-21,1,1,2,0,2,1,1,0.22,0.2727,0.64,0.0,0,2,2,hourly,4.0,February,Tuesday,Semi,Cerah
9869,2012-02-21,1,1,2,0,2,1,1,0.2,0.2576,0.69,0.0,0,15,15,hourly,5.0,February,Tuesday,Semi,Cerah
9870,2012-02-21,1,1,2,0,2,1,1,0.2,0.2576,0.75,0.0,3,83,86,hourly,6.0,February,Tuesday,Semi,Cerah
9871,2012-02-21,1,1,2,0,2,1,1,0.22,0.2727,0.64,0.0,6,273,279,hourly,7.0,February,Tuesday,Semi,Cerah
9872,2012-02-21,1,1,2,0,2,1,1,0.2,0.2273,0.69,0.0896,5,459,464,hourly,8.0,February,Tuesday,Semi,Cerah
9873,2012-02-21,1,1,2,0,2,1,1,0.2,0.2273,0.75,0.1045,6,211,217,hourly,9.0,February,Tuesday,Semi,Cerah
9874,2012-02-21,1,1,2,0,2,1,1,0.24,0.2273,0.7,0.194,8,77,85,hourly,10.0,February,Tuesday,Semi,Cerah
9875,2012-02-21,1,1,2,0,2,1,2,0.26,0.2424,0.7,0.2836,5,81,86,hourly,11.0,February,Tuesday,Semi,Berkabut/Berawan
9876,2012-02-21,1,1,2,0,2,1,2,0.3,0.2727,0.56,0.3881,16,147,163,hourly,12.0,February,Tuesday,Semi,Berkabut/Berawan
9877,2012-02-21,1,1,2,0,2,1,1,0.34,0.303,0.49,0.4179,8,123,131,hourly,13.0,February,Tuesday,Semi,Cerah
9878,2012-02-21,1,1,2,0,2,1,2,0.32,0.2879,0.53,0.3881,16,108,124,hourly,14.0,February,Tuesday,Semi,Berkabut/Berawan
9879,2012-02-21,1,1,2,0,2,1,1,0.34,0.303,0.49,0.4179,23,137,160,hourly,15.0,February,Tuesday,Semi,Cerah
9880,2012-02-21,1,1,2,0,2,1,1,0.36,0.3333,0.46,0.4179,14,240,254,hourly,16.0,February,Tuesday,Semi,Cerah
9881,2012-02-21,1,1,2,0,2,1,1,0.38,0.3939,0.4,0.4478,21,411,432,hourly,17.0,February,Tuesday,Semi,Cerah
9882,2012-02-21,1,1,2,0,2,1,1,0.38,0.3939,0.4,0.4478,11,414,425,hourly,18.0,February,Tuesday,Semi,Cerah
9883,2012-02-21,1,1,2,0,2,1,1,0.36,0.3333,0.46,0.2985,5,299,304,hourly,19.0,February,Tuesday,Semi,Cerah
9884,2012-02-21,1,1,2,0,2,1,1,0.34,0.3182,0.53,0.2537,4,223,227,hourly,20.0,February,Tuesday,Semi,Cerah
9885,2012-02-21,1,1,2,0,2,1,1,0.34,0.3333,0.61,0.1642,7,147,154,hourly,21.0,February,Tuesday,Semi,Cerah
9886,2012-02-21,1,1,2,0,2,1,2,0.34,0.3333,0.71,0.194,3,97,100,hourly,22.0,February,Tuesday,Semi,Berkabut/Berawan
9887,2012-02-21,1,1,2,0,2,1,1,0.32,0.303,0.66,0.2239,1,46,47,hourly,23.0,February,Tuesday,Semi,Cerah
9888,2012-02-22,1,1,2,0,3,1,1,0.32,0.303,0.66,0.2239,5,19,24,hourly,0.0,February,Wednesday,Semi,Cerah
9889,2012-02-22,1,1,2,0,3,1,1,0.32,0.3333,0.7,0.1343,3,4,7,hourly,1.0,February,Wednesday,Semi,Cerah
9890,2012-02-22,1,1,2,0,3,1,1,0.34,0.3182,0.66,0.2836,1,5,6,hourly,2.0,February,Wednesday,Semi,Cerah
9891,2012-02-22,1,1,2,0,3,1,2,0.34,0.3182,0.71,0.2239,1,3,4,hourly,3.0,February,Wednesday,Semi,Berkabut/Berawan
9892,2012-02-22,1,1,2,0,3,1,1,0.34,0.3333,0.71,0.1642,0,2,2,hourly,4.0,February,Wednesday,Semi,Cerah
9893,2012-02-22,1,1,2,0,3,1,1,0.32,0.3333,0.7,0.1045,1,29,30,hourly,5.0,February,Wednesday,Semi,Cerah
9894,2012-02-22,1,1,2,0,3,1,1,0.32,0.3182,0.76,0.1642,5,85,90,hourly,6.0,February,Wednesday,Semi,Cerah
9895,2012-02-22,1,1,2,0,3,1,1,0.32,0.3333,0.76,0.0896,10,292,302,hourly,7.0,February,Wednesday,Semi,Cerah
9896,2012-02-22,1,1,2,0,3,1,1,0.3,0.3182,0.75,0.0896,9,567,576,hourly,8.0,February,Wednesday,Semi,Cerah
9897,2012-02-22,1,1,2,0,3,1,1,0.32,0.3333,0.7,0.0896,11,241,252,hourly,9.0,February,Wednesday,Semi,Cerah
9898,2012-02-22,1,1,2,0,3,1,1,0.34,0.3485,0.71,0.0896,17,122,139,hourly,10.0,February,Wednesday,Semi,Cerah
9899,2012-02-22,1,1,2,0,3,1,1,0.36,0.3485,0.66,0.1642,22,149,171,hourly,11.0,February,Wednesday,Semi,Cerah
9900,2012-02-22,1,1,2,0,3,1,1,0.4,0.4091,0.62,0.2836,21,186,207,hourly,12.0,February,Wednesday,Semi,Cerah
9901,2012-02-22,1,1,2,0,3,1,1,0.42,0.4242,0.54,0.2985,15,175,190,hourly,13.0,February,Wednesday,Semi,Cerah
9902,2012-02-22,1,1,2,0,3,1,1,0.44,0.4394,0.54,0.3284,35,142,177,hourly,14.0,February,Wednesday,Semi,Cerah
9903,2012-02-22,1,1,2,0,3,1,1,0.5,0.4848,0.31,0.4179,34,161,195,hourly,15.0,February,Wednesday,Semi,Cerah
9904,2012-02-22,1,1,2,0,3,1,1,0.52,0.5,0.29,0.4627,30,268,298,hourly,16.0,February,Wednesday,Semi,Cerah
9905,2012-02-22,1,1,2,0,3,1,1,0.52,0.5,0.32,0.3881,43,486,529,hourly,17.0,February,Wednesday,Semi,Cerah
9906,2012-02-22,1,1,2,0,3,1,2,0.48,0.4697,0.41,0.3284,42,483,525,hourly,18.0,February,Wednesday,Semi,Berkabut/Berawan
9907,2012-02-22,1,1,2,0,3,1,2,0.46,0.4545,0.44,0.2836,22,305,327,hourly,19.0,February,Wednesday,Semi,Berkabut/Berawan
9908,2012-02-22,1,1,2,0,3,1,2,0.44,0.4394,0.47,0.194,25,249,274,hourly,20.0,February,Wednesday,Semi,Berkabut/Berawan
9909,2012-02-22,1,1,2,0,3,1,2,0.48,0.4697,0.33,0.2836,19,220,239,hourly,21.0,February,Wednesday,Semi,Berkabut/Berawan
9910,2012-02-22,1,1,2,0,3,1,2,0.44,0.4394,0.47,0.2537,18,129,147,hourly,22.0,February,Wednesday,Semi,Berkabut/Berawan
9911,2012-02-22,1,1,2,0,3,1,2,0.46,0.4545,0.41,0.2836,5,57,62,hourly,23.0,February,Wednesday,Semi,Berkabut/Berawan
9912,2012-02-23,1,1,2,0,4,1,2,0.44,0.4394,0.47,0.2537,12,30,42,hourly,0.0,February,Thursday,Semi,Berkabut/Berawan
9913,2012-02-23,1,1,2,0,4,1,2,0.44,0.4394,0.58,0.2836,3,12,15,hourly,1.0,February,Thursday,Semi,Berkabut/Berawan
9914,2012-02-23,1,1,2,0,4,1,2,0.44,0.4394,0.62,0.2239,5,4,9,hourly,2.0,February,Thursday,Semi,Berkabut/Berawan
9915,2012-02-23,1,1,2,0,4,1,3,0.44,0.4394,0.67,0.194,2,4,6,hourly,3.0,February,Thursday,Semi,Hujan/Salju Ringan
9916,2012-02-23,1,1,2,0,4,1,1,0.4,0.4091,0.76,0.2239,0,1,1,hourly,4.0,February,Thursday,Semi,Cerah
9917,2012-02-23,1,1,2,0,4,1,1,0.4,0.4091,0.76,0.2239,2,30,32,hourly,5.0,February,Thursday,Semi,Cerah
9918,2012-02-23,1,1,2,0,4,1,1,0.36,0.3485,0.87,0.194,3,88,91,hourly,6.0,February,Thursday,Semi,Cerah
9919,2012-02-23,1,1,2,0,4,1,1,0.36,0.3485,0.81,0.2239,9,317,326,hourly,7.0,February,Thursday,Semi,Cerah
9920,2012-02-23,1,1,2,0,4,1,1,0.34,0.3333,0.87,0.194,11,549,560,hourly,8.0,February,Thursday,Semi,Cerah
9921,2012-02-23,1,1,2,0,4,1,1,0.36,0.3333,0.81,0.2537,14,228,242,hourly,9.0,February,Thursday,Semi,Cerah
9922,2012-02-23,1,1,2,0,4,1,1,0.42,0.4242,0.67,0.194,41,107,148,hourly,10.0,February,Thursday,Semi,Cerah
9923,2012-02-23,1,1,2,0,4,1,1,0.48,0.4697,0.48,0.2836,54,128,182,hourly,11.0,February,Thursday,Semi,Cerah
9924,2012-02-23,1,1,2,0,4,1,1,0.5,0.4848,0.42,0.2537,25,199,224,hourly,12.0,February,Thursday,Semi,Cerah
9925,2012-02-23,1,1,2,0,4,1,1,0.52,0.5,0.39,0.194,30,188,218,hourly,13.0,February,Thursday,Semi,Cerah
9926,2012-02-23,1,1,2,0,4,1,1,0.54,0.5152,0.37,0.2537,36,156,192,hourly,14.0,February,Thursday,Semi,Cerah
9927,2012-02-23,1,1,2,0,4,1,1,0.54,0.5152,0.33,0.1343,46,171,217,hourly,15.0,February,Thursday,Semi,Cerah
9928,2012-02-23,1,1,2,0,4,1,1,0.56,0.5303,0.32,0.0,45,298,343,hourly,16.0,February,Thursday,Semi,Cerah
9929,2012-02-23,1,1,2,0,4,1,1,0.54,0.5152,0.32,0.1642,49,561,610,hourly,17.0,February,Thursday,Semi,Cerah
9930,2012-02-23,1,1,2,0,4,1,1,0.54,0.5152,0.37,0.1343,36,486,522,hourly,18.0,February,Thursday,Semi,Cerah
9931,2012-02-23,1,1,2,0,4,1,1,0.5,0.4848,0.39,0.0896,20,349,369,hourly,19.0,February,Thursday,Semi,Cerah
9932,2012-02-23,1,1,2,0,4,1,1,0.46,0.4545,0.44,0.1343,23,246,269,hourly,20.0,February,Thursday,Semi,Cerah
9933,2012-02-23,1,1,2,0,4,1,1,0.44,0.4394,0.51,0.2239,17,205,222,hourly,21.0,February,Thursday,Semi,Cerah
9934,2012-02-23,1,1,2,0,4,1,1,0.44,0.4394,0.54,0.2537,19,118,137,hourly,22.0,February,Thursday,Semi,Cerah
9935,2012-02-23,1,1,2,0,4,1,1,0.44,0.4394,0.54,0.0,14,71,85,hourly,23.0,February,Thursday,Semi,Cerah
9936,2012-02-24,1,1,2,0,5,1,2,0.44,0.4394,0.58,0.0896,12,34,46,hourly,0.0,February,Friday,Semi,Berkabut/Berawan
9937,2012-02-24,1,1,2,0,5,1,1,0.44,0.4394,0.62,0.194,3,15,18,hourly,1.0,February,Friday,Semi,Cerah
9938,2012-02-24,1,1,2,0,5,1,3,0.42,0.4242,0.77,0.2836,1,4,5,hourly,2.0,February,Friday,Semi,Hujan/Salju Ringan
9939,2012-02-24,1,1,2,0,5,1,1,0.42,0.4242,0.82,0.1343,0,5,5,hourly,3.0,February,Friday,Semi,Cerah
9940,2012-02-24,1,1,2,0,5,1,1,0.4,0.4091,0.87,0.1343,0,2,2,hourly,4.0,February,Friday,Semi,Cerah
9941,2012-02-24,1,1,2,0,5,1,2,0.4,0.4091,0.87,0.194,1,25,26,hourly,5.0,February,Friday,Semi,Berkabut/Berawan
9942,2012-02-24,1,1,2,0,5,1,2,0.4,0.4091,0.87,0.1642,2,80,82,hourly,6.0,February,Friday,Semi,Berkabut/Berawan
9943,2012-02-24,1,1,2,0,5,1,2,0.4,0.4091,0.76,0.2239,7,265,272,hourly,7.0,February,Friday,Semi,Berkabut/Berawan
9944,2012-02-24,1,1,2,0,5,1,2,0.38,0.3939,0.76,0.3284,17,452,469,hourly,8.0,February,Friday,Semi,Berkabut/Berawan
9945,2012-02-24,1,1,2,0,5,1,3,0.36,0.3333,0.81,0.2537,15,229,244,hourly,9.0,February,Friday,Semi,Hujan/Salju Ringan
9946,2012-02-24,1,1,2,0,5,1,3,0.36,0.3485,0.81,0.1642,22,119,141,hourly,10.0,February,Friday,Semi,Hujan/Salju Ringan
9947,2012-02-24,1,1,2,0,5,1,2,0.36,0.3636,0.81,0.1045,27,136,163,hourly,11.0,February,Friday,Semi,Berkabut/Berawan
9948,2012-02-24,1,1,2,0,5,1,2,0.4,0.4091,0.76,0.1343,27,201,228,hourly,12.0,February,Friday,Semi,Berkabut/Berawan
9949,2012-02-24,1,1,2,0,5,1,2,0.42,0.4242,0.71,0.1045,30,153,183,hourly,13.0,February,Friday,Semi,Berkabut/Berawan
9950,2012-02-24,1,1,2,0,5,1,2,0.46,0.4545,0.67,0.1045,5,26,31,hourly,14.0,February,Friday,Semi,Berkabut/Berawan
